cod_provincia,nombre_prov,year,renta__media_de_la_renta_por_unidad_de_consumo,renta__mediana_de_la_renta_por_unidad_de_consumo,renta__renta_bruta_media_por_hogar,renta__renta_bruta_media_por_persona,renta__renta_neta_media_por_hogar,renta__renta_neta_media_por_persona,ingreso__fuente_de_ingreso_otras_prestaciones,ingreso__fuente_de_ingreso_otros_ingresos,ingreso__fuente_de_ingreso_pensiones,ingreso__fuente_de_ingreso_prestaciones_por_desempleo,ingreso__fuente_de_ingreso_salario,desig__distribucion_de_la_renta_p80_p20,desig__indice_de_gini,demog__edad_media_de_la_poblacion,demog__poblacion,demog__porcentaje_de_hogares_unipersonales,demog__porcentaje_de_poblacion_de_65_y_mas_anos,demog__porcentaje_de_poblacion_espanola,demog__porcentaje_de_poblacion_menor_de_18_anos,demog__tamano_medio_del_hogar,n_municipios_con_dato
01,Álava,2015,,,,,31424.0,13317.0,,,,,,,,44.8,188.0,31.2,20.6,94.5,16.8,2.4,51
01,Álava,2016,,,,,31993.0,13635.0,,,,,,,,44.8,203.0,31.1,20.9,94.1,16.8,2.4,51
01,Álava,2017,,,,,31876.0,13826.0,,,,,,,,45.0,200.0,32.0,20.6,93.8,16.9,2.4,51
01,Álava,2018,,,,,32811.0,13914.0,,,,,,,,45.0,201.0,32.2,20.6,93.6,16.4,2.4,51
01,Álava,2019,,,,,33831.5,14761.5,,,,,,,,45.6,197.5,33.0,21.0,93.4,15.649999999999999,2.4,50
01,Álava,2020,20507.0,19250.0,39240.0,17068.0,33079.0,14291.0,,14.3,,,57.1,2.5,30.4,45.8,192.0,32.4,21.6,93.1,15.6,2.4,51
01,Álava,2021,21779.0,19950.0,41122.0,17946.0,34362.0,15046.0,,15.9,,,56.5,2.6,30.6,45.9,195.0,33.5,22.1,93.4,15.2,2.4,51
01,Álava,2022,22518.0,20650.0,42715.0,18698.0,35415.0,15683.0,,14.9,,,57.2,2.5,30.4,46.3,198.0,33.1,22.7,93.2,15.1,2.4,51
01,Álava,2023,24587.0,22750.0,46790.0,20497.0,39586.0,17163.0,,15.0,,,57.4,2.3,27.2,46.7,203.0,33.3,22.7,92.3,15.1,2.4,51
02,Albacete,2015,11851.0,10150.0,21641.5,9101.0,19543.0,8174.5,4.7,11.95,29.5,3.9,48.3,2.5,30.9,48.05,79.048,34.3,28.15,96.30000000000001,12.75,2.4,86
02,Albacete,2016,12176.5,10850.0,22399.5,9429.0,20005.5,8428.0,4.5,12.75,28.3,3.6,49.55,2.5,30.299999999999997,48.5,79.5025,34.6,28.0,96.5,12.149999999999999,2.3,86
02,Albacete,2017,12570.0,10850.0,22943.5,9847.5,20400.0,8695.5,4.7,12.05,27.85,3.25,50.55,2.4,29.75,48.7,27.7045,35.55,28.1,95.94999999999999,11.9,2.3,84
02,Albacete,2018,13436.0,12250.0,24128.0,10531.0,21362.0,9358.0,4.7,12.6,26.6,3.1,51.3,2.4,29.0,49.2,30.108,36.6,28.6,96.0,11.6,2.3,85
02,Albacete,2019,14147.5,12950.0,25272.0,11091.5,22639.5,9846.0,4.9,11.9,25.85,3.05,52.75,2.3,28.7,49.0,27.490000000000002,36.25,28.35,95.7,11.8,2.3,84
02,Albacete,2020,14423.0,12950.0,26321.0,11362.0,23107.0,10051.0,4.9,11.15,25.9,5.2,50.75,2.3,28.65,49.2,62.0,37.5,27.9,95.4,11.6,2.2,87
02,Albacete,2021,15208.0,13650.0,27295.0,12141.0,23820.0,10592.0,5.1,12.350000000000001,25.799999999999997,3.8,51.650000000000006,2.4,28.65,49.2,60.0,37.5,28.0,95.1,11.4,2.2,87
02,Albacete,2022,16105.0,14350.0,28751.5,12799.0,25396.0,11210.5,5.0,11.5,26.65,3.0,53.7,2.4,28.8,49.3,72.12,37.900000000000006,28.1,94.65,11.55,2.2,84
02,Albacete,2023,17156.5,15400.0,30894.0,13790.0,26732.0,12060.0,5.2,11.149999999999999,27.1,3.0,53.4,2.3,28.3,49.7,72.2825,38.3,28.15,94.1,11.45,2.2,84
03,Alicante,2015,12894.0,11550.0,24243.0,9734.0,21014.0,8540.0,2.5,13.45,26.7,2.9,52.75,3.0,34.3,45.15,22.093,29.9,23.799999999999997,83.65,15.6,2.4,138
03,Alicante,2016,13074.5,11550.0,24943.0,9824.0,21455.0,8421.0,2.7,13.4,25.6,2.55,53.75,3.0,34.150000000000006,44.8,22.981,27.4,22.85,84.45,15.850000000000001,2.4,138
03,Alicante,2017,13694.0,12250.0,26068.0,10483.0,22548.0,9038.0,2.8,13.5,24.8,2.3,55.1,2.8,32.7,44.9,21.408,30.7,23.1,83.2,15.7,2.4,137
03,Alicante,2018,14484.5,12950.0,27538.5,11080.5,23539.0,9634.5,3.1,13.7,24.3,2.2,55.5,2.7,32.2,45.55,22.8455,30.25,23.2,82.9,15.45,2.4,138
03,Alicante,2019,15072.0,13650.0,28632.0,11520.0,24515.0,10033.0,3.4,12.5,23.6,2.4,55.9,2.6,31.3,45.6,22.9,30.3,23.0,81.6,15.8,2.4,137
03,Alicante,2020,15166.0,13650.0,28771.0,11602.0,24741.0,9978.0,3.75,11.1,24.65,5.6,53.05,2.6,31.15,45.6,23.593,30.5,23.0,82.6,15.5,2.4,141
03,Alicante,2021,16099.0,14350.0,30501.5,12491.0,26026.5,10590.5,3.95,12.3,23.95,3.7,54.55,2.6,30.4,45.75,23.0645,30.1,22.95,81.85,15.25,2.4,138
03,Alicante,2022,16937.0,15050.0,32317.0,13294.0,27250.0,11232.0,3.8,13.0,23.7,2.3,56.0,2.6,30.4,45.9,23.18,30.2,23.2,81.0,15.1,2.4,139
03,Alicante,2023,18025.5,16450.0,35748.0,14745.0,30287.5,12356.0,3.8,13.05,23.3,2.3,55.25,2.5,30.05,46.5,23.803,30.6,23.2,80.05,15.1,2.4,138
04,Almería,2015,11636.5,10150.0,20946.5,8972.0,18870.0,7955.5,4.8,10.0,30.200000000000003,4.9,47.650000000000006,2.8,32.5,47.4,86.8545,38.849999999999994,25.5,92.80000000000001,12.4,2.2,102
04,Almería,2016,11845.0,10850.0,21212.5,9302.5,19273.0,8189.5,4.6,10.0,30.15,4.5,49.25,2.8,32.9,47.65,130.0,37.25,26.5,92.65,12.45,2.2,102
04,Almería,2017,12395.5,11550.0,22111.5,9818.5,19489.0,8561.0,4.6,10.0,29.65,4.15,50.85,2.6,31.2,47.9,129.0,40.0,26.9,92.55000000000001,12.2,2.2,102
04,Almería,2018,13245.5,11725.0,23616.5,10382.5,20858.5,9097.0,5.05,10.350000000000001,28.05,3.95,50.6,2.5,30.4,48.3,111.648,39.849999999999994,26.95,91.55000000000001,12.2,2.2,102
04,Almería,2019,13840.5,12950.0,25035.5,10741.5,22058.0,9540.5,5.2,9.5,28.25,3.8,51.45,2.4,29.25,48.45,114.0115,39.8,26.549999999999997,90.45,11.55,2.2,102
04,Almería,2020,14012.5,12950.0,25470.0,11126.0,22407.0,9775.5,5.0,8.5,28.7,6.1,50.2,2.5,29.85,48.55,90.202,40.1,25.95,90.1,11.850000000000001,2.2,102
04,Almería,2021,14659.0,12950.0,26850.5,11712.0,23287.5,10202.0,5.3,9.25,27.85,4.8,51.05,2.4,29.4,48.35,93.411,39.0,26.049999999999997,89.7,11.850000000000001,2.2,102
04,Almería,2022,15424.5,13650.0,28092.5,12295.0,24371.5,10656.5,5.45,9.55,27.0,3.8,51.95,2.4,29.8,48.25,96.3415,39.0,26.15,89.05,12.25,2.2,102
04,Almería,2023,16601.0,15050.0,30306.5,13436.0,26160.5,11650.5,5.55,10.4,27.65,3.6500000000000004,50.6,2.45,29.6,48.15,104.42750000000001,39.55,27.0,88.7,12.3,2.1,102
05,Ávila,2015,13106.5,11550.0,22171.5,10303.5,19742.0,9343.5,3.8,15.4,33.25,2.3,43.349999999999994,2.5,30.6,53.4,180.0,40.3,35.95,97.9,8.5,2.1,162
05,Ávila,2016,13375.0,11550.0,22325.0,10719.0,19999.0,9538.0,3.8,15.3,32.4,2.3,45.0,2.5,30.4,53.7,183.0,40.1,36.0,98.1,8.5,2.1,159
05,Ávila,2017,13694.0,12250.0,23107.5,10942.5,20637.5,9767.5,4.45,14.4,31.7,1.95,45.7,2.4,29.65,53.8,181.0,41.1,35.25,98.0,8.5,2.1,156
05,Ávila,2018,14557.0,12950.0,24898.0,11786.0,21902.0,10530.0,4.6,14.6,30.6,1.9,46.1,2.4,29.6,53.6,179.0,41.9,36.1,98.1,8.2,2.1,155
05,Ávila,2019,15117.5,13650.0,25703.5,12428.5,22754.0,10991.0,4.8,13.5,30.25,2.0,46.45,2.4,28.95,53.6,189.5,41.65,34.65,97.4,8.25,2.1,148
05,Ávila,2020,15690.0,13650.0,25915.0,13603.0,22904.0,12023.0,4.5,12.1,30.3,4.2,45.7,2.4,29.4,55.9,105.5,44.75,37.7,98.1,6.65,2.0,248
05,Ávila,2021,16696.0,15050.0,26888.0,14274.0,23577.0,12516.0,4.6,13.6,29.2,2.95,47.150000000000006,2.4,28.95,55.9,104.5,45.7,38.25,97.9,6.5,2.0,248
05,Ávila,2022,17638.0,15050.0,28445.0,15129.0,24792.0,13001.0,4.4,13.1,30.3,1.8,47.6,2.4,29.0,55.4,103.0,45.7,36.9,97.7,6.6,2.0,247
05,Ávila,2023,18466.5,16450.0,30618.0,16248.0,26544.0,13990.0,4.6,13.649999999999999,30.200000000000003,1.8,47.95,2.4,28.700000000000003,55.7,101.0,46.8,37.5,97.5,6.3,1.9,247
06,Badajoz,2015,10695.5,9450.0,19315.5,8061.0,17622.0,7334.0,6.2,12.7,28.55,7.5,42.75,2.4,29.35,44.55,4.942500000000001,29.7,22.5,98.7,15.149999999999999,2.4,164
06,Badajoz,2016,11004.5,9450.0,19747.5,8321.5,18052.5,7563.0,6.2,12.95,28.2,6.75,43.9,2.3499999999999996,29.3,44.95,5.314500000000001,30.15,22.95,98.75,15.05,2.4,164
06,Badajoz,2017,11458.0,10150.0,20538.0,8777.0,18654.5,7922.5,6.3,12.8,27.4,6.5,45.2,2.25,27.95,45.25,5.3870000000000005,30.6,22.95,98.8,14.850000000000001,2.4,164
06,Badajoz,2018,12008.5,10850.0,21390.5,9192.5,19301.0,8317.0,6.6,13.2,26.55,6.35,45.75,2.2,27.5,45.4,5.3685,31.15,22.85,98.7,14.5,2.3,164
06,Badajoz,2019,12622.5,11550.0,22261.0,9707.0,20082.0,8737.0,6.4,11.5,26.65,6.0,47.75,2.1,26.65,45.7,5.383,31.25,23.05,98.6,14.4,2.3,164
06,Badajoz,2020,12800.0,11550.0,22699.5,9842.0,20261.0,8835.5,6.65,9.8,27.1,8.1,46.400000000000006,2.2,27.25,45.95,5.3555,31.5,23.299999999999997,98.5,14.1,2.3,164
06,Badajoz,2021,13502.5,12250.0,23679.5,10461.5,21244.5,9341.5,6.9,10.5,26.35,6.8,48.349999999999994,2.1,26.35,46.2,5.334,31.7,23.5,98.4,14.149999999999999,2.3,164
06,Badajoz,2022,14319.5,12950.0,25299.0,11165.5,22530.0,9955.0,6.8,11.1,26.5,5.45,48.849999999999994,2.1,25.9,46.5,5.436,32.45,24.05,98.2,13.9,2.3,164
06,Badajoz,2023,15358.5,14350.0,27116.0,12091.0,24268.0,10815.5,7.05,10.95,26.25,5.4,48.7,2.1,25.85,46.7,5.388,33.0,24.6,98.0,13.850000000000001,2.3,164
07,Baleares,2015,17227.0,15050.0,35155.0,13559.0,29566.0,11211.0,2.4,16.5,17.3,2.6,59.2,2.8,32.5,41.6,7.482,29.3,17.6,84.9,18.4,2.6,67
07,Baleares,2016,17790.0,15050.0,36916.0,13977.0,30550.0,11526.0,2.4,17.3,16.5,2.4,60.0,2.7,32.5,41.5,7.567,27.9,17.0,85.0,18.6,2.6,67
07,Baleares,2017,18630.0,16450.0,39609.0,15106.0,32589.0,12327.0,2.3,17.6,16.0,2.3,59.8,2.5,31.0,41.7,7.717,29.2,17.0,84.4,18.3,2.6,67
07,Baleares,2018,19615.0,17150.0,41018.0,15753.0,33516.0,12848.0,2.7,18.4,15.5,2.2,60.0,2.5,31.0,41.6,7.812,29.0,17.0,83.8,18.3,2.6,67
07,Baleares,2019,20515.0,17850.0,42493.0,16457.0,35233.0,13421.0,2.7,18.3,15.3,2.3,60.5,2.5,30.4,41.9,7.971,29.1,17.2,82.9,17.9,2.6,67
07,Baleares,2020,19392.0,17150.0,39561.0,15215.0,32590.0,12486.0,3.0,15.1,17.7,7.4,56.0,2.7,31.7,42.0,7.966,29.2,17.3,82.7,17.8,2.6,67
07,Baleares,2021,20786.0,17850.0,43229.0,16618.0,35092.0,13421.0,3.0,17.1,16.5,4.8,57.2,2.6,30.8,42.1,8.012,29.7,17.5,82.4,17.7,2.6,67
07,Baleares,2022,22651.0,19950.0,47530.0,18359.0,37995.0,14679.0,3.1,19.1,15.9,2.4,59.4,2.5,30.0,42.2,8.295,29.4,17.7,81.7,17.4,2.6,67
07,Baleares,2023,24297.0,21350.0,52808.0,20198.0,42097.0,16092.0,2.9,19.5,15.5,2.1,59.7,2.4,29.9,42.5,8.395,29.4,17.8,81.0,17.3,2.6,67
08,Barcelona,2015,18556.0,17150.0,39054.0,14611.0,32397.5,12223.0,3.5,13.0,18.5,2.2,61.9,2.6,30.0,41.3,13.841,23.25,17.3,94.7,19.8,2.7,300
08,Barcelona,2016,19167.0,17850.0,40194.0,15091.0,33457.0,12592.5,3.6,12.4,18.2,1.8,62.650000000000006,2.5,29.95,41.55,13.98,23.2,17.6,94.55,19.9,2.7,300
08,Barcelona,2017,19814.0,17850.0,41654.5,15694.0,34366.5,12983.0,3.5,12.6,18.0,1.6,63.7,2.4,28.75,41.75,14.143,23.5,17.7,94.2,19.8,2.7,300
08,Barcelona,2018,20685.5,19250.0,43375.5,16380.0,35759.0,13511.5,3.9,12.6,17.9,1.5,63.6,2.4,28.2,41.9,13.439,23.6,17.9,94.0,19.5,2.7,300
08,Barcelona,2019,21390.0,19950.0,44940.0,17122.5,36993.5,14049.0,3.9,12.5,17.85,1.5,63.7,2.4,28.05,42.1,12.824,23.6,18.0,93.55,19.35,2.7,300
08,Barcelona,2020,21576.5,19950.0,45343.0,17497.0,37382.0,14325.0,4.2,11.3,18.1,4.15,61.5,2.4,28.3,42.4,15.038499999999999,23.9,18.3,93.4,19.0,2.7,311
08,Barcelona,2021,22593.0,20650.0,47491.0,18393.0,38748.0,14926.0,4.0,12.1,17.8,2.4,63.0,2.3,27.9,42.6,14.848500000000001,24.5,18.5,93.2,18.7,2.6,311
08,Barcelona,2022,23564.0,21350.0,50242.0,19342.0,40674.0,15665.0,4.1,12.4,18.0,1.5,63.3,2.3,27.6,42.8,14.7765,24.7,18.7,92.8,18.4,2.6,307
08,Barcelona,2023,25001.0,22750.0,53888.0,20734.0,43064.0,16679.0,4.1,12.3,17.6,1.5,63.8,2.3,27.2,43.0,14.913,24.8,19.0,92.2,17.9,2.6,307
09,Burgos,2015,17237.0,15750.0,30610.0,13906.0,26436.0,12018.0,2.3,15.6,28.1,2.1,49.2,2.5,29.65,51.9,181.0,40.3,31.6,96.2,8.9,2.2,213
09,Burgos,2016,17566.5,15750.0,31515.5,14283.5,27062.0,12219.0,2.3,14.45,27.9,1.8,51.75,2.6,29.95,52.5,175.0,41.0,32.1,96.1,8.649999999999999,2.2,212
09,Burgos,2017,17868.0,15750.0,32005.0,14603.0,27392.0,12502.0,2.7,13.1,29.1,1.5,52.9,2.5,29.2,52.8,179.0,41.7,32.6,96.2,8.7,2.2,211
09,Burgos,2018,19105.0,17500.0,34541.0,15620.0,29362.0,13320.0,2.9,14.3,27.8,1.3,52.1,2.4,28.4,52.5,179.0,41.6,32.2,95.7,8.8,2.2,207
09,Burgos,2019,19616.5,17850.0,35243.0,16047.0,30043.5,13728.5,3.0,14.05,28.4,1.5,52.35,2.4,28.0,52.25,179.0,41.2,31.5,95.1,8.7,2.2,200
09,Burgos,2020,19823.0,18200.0,34687.0,17544.0,29619.0,14981.0,3.1,13.0,28.05,3.8,50.5,2.5,28.7,55.1,99.0,45.4,34.7,96.5,6.1,2.1,371
09,Burgos,2021,20799.5,18900.0,37162.0,18988.0,31350.0,16018.0,3.1,14.850000000000001,27.2,2.4,50.5,2.4,27.85,55.2,98.0,45.5,34.9,96.3,6.1,2.1,371
09,Burgos,2022,21585.0,19950.0,37560.0,18880.0,31637.0,15831.0,3.3,13.4,28.4,1.6,51.8,2.4,28.0,55.2,100.0,45.3,35.0,95.9,6.1,2.1,369
09,Burgos,2023,22518.5,20825.0,39285.0,20239.0,32762.0,16914.0,3.3,13.850000000000001,28.9,1.5,51.8,2.4,28.1,55.7,98.0,45.8,35.5,95.9,6.1,2.0,369
10,Cáceres,2015,11497.0,10150.0,18570.0,9002.0,16971.0,8199.0,5.7,11.4,34.0,5.9,39.4,2.4,29.7,49.7,281.0,40.3,30.0,98.4,10.9,2.1,217
10,Cáceres,2016,11633.0,10150.0,18734.0,9160.0,17129.0,8302.0,5.8,11.0,34.3,5.5,40.5,2.4,30.1,50.1,275.0,40.2,30.3,98.4,10.9,2.1,217
10,Cáceres,2017,12013.5,10850.0,19394.0,9478.0,17702.5,8547.5,6.0,11.6,33.8,5.1,41.75,2.3,28.75,50.4,276.5,41.2,30.5,98.5,10.8,2.0,216
10,Cáceres,2018,12610.0,11550.0,20269.0,9994.0,18490.0,9027.0,6.2,11.6,33.0,4.8,42.2,2.3,28.3,50.7,273.0,41.4,30.7,98.4,10.6,2.0,217
10,Cáceres,2019,13298.5,12250.0,21310.5,10595.0,19364.0,9547.5,6.1,10.5,32.55,4.8,43.0,2.2,27.4,50.75,279.5,42.05,30.8,98.5,10.649999999999999,2.0,216
10,Cáceres,2020,13413.0,12250.0,21792.0,10837.0,19598.0,9740.0,6.3,9.0,33.55,7.05,42.25,2.2,27.75,50.8,264.0,42.7,30.7,98.3,10.4,2.0,223
10,Cáceres,2021,14113.0,12950.0,23164.0,11518.0,20660.0,10254.0,6.4,10.7,31.8,5.8,43.1,2.2,27.1,51.3,263.0,42.8,30.5,98.2,10.1,2.0,223
10,Cáceres,2022,14846.0,13650.0,24427.0,11987.5,21466.5,10698.0,6.4,10.1,32.95,4.45,45.1,2.2,27.1,51.349999999999994,268.5,42.9,30.8,97.9,10.5,2.0,218
10,Cáceres,2023,16003.0,15050.0,26202.0,13178.0,23419.0,11788.0,6.6,10.350000000000001,32.8,4.3,44.5,2.2,26.7,51.4,265.0,43.7,31.4,97.8,10.5,2.0,219
11,Cádiz,2015,11110.0,9800.0,21500.0,8351.5,19108.0,7415.0,6.55,9.45,24.1,6.6,52.55,2.7,32.1,40.4,12.213999999999999,24.55,15.6,98.35,18.8,2.7,44
11,Cádiz,2016,11428.0,10150.0,21833.5,8585.5,19578.0,7644.5,6.55,9.2,23.55,6.300000000000001,53.5,2.6,31.6,40.75,12.484,24.8,15.75,98.35,18.9,2.6,44
11,Cádiz,2017,11861.0,10850.0,22958.0,8947.5,20337.5,8059.5,6.5,9.3,23.2,5.8,55.05,2.5,30.299999999999997,41.1,12.437999999999999,25.200000000000003,15.95,98.35,18.6,2.6,44
11,Cádiz,2018,12584.0,11550.0,24234.0,9458.0,21527.0,8514.0,6.7,9.4,22.5,5.5,55.9,2.4,29.5,41.4,12.202,25.3,16.3,98.2,18.4,2.6,45
11,Cádiz,2019,13347.0,12250.0,25956.0,10044.0,22901.0,9004.0,6.8,9.1,22.1,5.4,55.7,2.3,28.7,41.7,12.205,25.8,16.7,97.8,18.1,2.6,45
11,Cádiz,2020,13510.0,12250.0,25966.0,10262.0,22965.0,9120.0,7.0,8.1,22.6,8.6,53.4,2.4,29.4,42.1,12.164,26.3,17.1,97.5,17.7,2.6,45
11,Cádiz,2021,14273.0,12950.0,27586.0,10973.0,24101.0,9658.0,7.2,9.5,22.0,6.3,55.7,2.4,28.4,42.5,12.133,26.6,17.4,97.1,17.3,2.5,45
11,Cádiz,2022,15221.0,13650.0,29030.0,11726.0,25416.0,10286.0,7.3,10.0,22.4,4.6,56.4,2.4,28.1,42.8,12.238,26.7,17.7,97.1,17.1,2.5,45
11,Cádiz,2023,16358.0,15050.0,31697.0,12893.0,27591.0,11182.0,7.5,10.2,21.9,4.5,55.9,2.2,27.1,43.1,12.227,27.3,18.4,96.6,16.9,2.5,45
12,Castellón,2015,14183.0,12950.0,25724.5,11384.5,22443.5,9910.5,3.6,13.1,28.799999999999997,2.7,50.55,2.5,30.6,47.7,164.0,34.7,27.299999999999997,91.55,13.9,2.3,116
12,Castellón,2016,14724.0,12950.0,26718.0,11760.0,23295.0,10249.0,3.6,13.4,28.6,2.2,52.1,2.5,30.3,47.9,161.0,33.9,28.0,92.1,13.7,2.3,117
12,Castellón,2017,15171.0,13650.0,27423.0,12185.0,23594.0,10579.0,3.8,12.4,27.7,2.0,53.1,2.4,29.1,48.1,156.0,35.6,28.0,92.0,13.3,2.3,117
12,Castellón,2018,16156.5,14350.0,28771.0,12988.5,24949.0,11205.0,4.0,12.350000000000001,26.799999999999997,1.9,53.55,2.3499999999999996,28.05,47.95,158.0,36.15,28.15,91.4,13.5,2.3,118
12,Castellón,2019,16894.0,15050.0,30300.5,13837.0,26077.5,11879.5,4.4,12.25,26.35,2.1,53.95,2.3,27.7,48.05,161.0,36.35,27.8,91.4,13.6,2.2,116
12,Castellón,2020,17048.0,15050.0,30156.0,14266.0,25645.0,12240.0,4.4,10.8,26.3,4.1,52.4,2.3,28.1,48.5,116.0,38.8,27.6,92.4,12.7,2.2,135
12,Castellón,2021,17943.0,15750.0,31042.0,14763.0,26799.0,12617.0,4.4,12.149999999999999,25.75,2.7,53.650000000000006,2.3499999999999996,27.5,48.6,119.0,38.4,26.1,92.1,12.6,2.2,135
