cod_provincia,nombre_prov,year,renta__media_de_la_renta_por_unidad_de_consumo,renta__mediana_de_la_renta_por_unidad_de_consumo,renta__renta_bruta_media_por_hogar,renta__renta_bruta_media_por_persona,renta__renta_neta_media_por_hogar,renta__renta_neta_media_por_persona,ingreso__fuente_de_ingreso_otras_prestaciones,ingreso__fuente_de_ingreso_otros_ingresos,ingreso__fuente_de_ingreso_pensiones,ingreso__fuente_de_ingreso_prestaciones_por_desempleo,ingreso__fuente_de_ingreso_salario,desig__distribucion_de_la_renta_p80_p20,desig__indice_de_gini,demog__edad_media_de_la_poblacion,demog__poblacion,demog__porcentaje_de_hogares_unipersonales,demog__porcentaje_de_poblacion_de_65_y_mas_anos,demog__porcentaje_de_poblacion_espanola,demog__porcentaje_de_poblacion_menor_de_18_anos,demog__tamano_medio_del_hogar,n_municipios_con_dato
37,Salamanca,2022,17785.5,15750.0,29972.0,15022.0,26056.0,13008.0,4.4,13.6,30.2,1.8,48.6,2.3,28.0,56.1,155.0,42.9,38.5,97.8,6.5,2.0,361
37,Salamanca,2023,19037.0,17150.0,32405.0,16335.0,28141.0,14142.0,4.4,14.05,30.8,1.7,48.05,2.3,27.5,56.6,150.0,44.1,38.650000000000006,97.75,6.2,2.0,360
38,S.C. Tenerife,2015,12794.0,10850.0,26165.5,9650.0,23060.0,8496.5,3.0,12.0,22.0,4.4,58.95,2.95,34.2,43.25,6.2325,28.35,19.5,92.85,15.55,2.7,54
38,S.C. Tenerife,2016,13160.5,11550.0,26990.5,9827.0,23457.0,8574.5,3.0,11.850000000000001,21.35,4.1,59.25,3.0,33.900000000000006,43.3,6.2635000000000005,26.5,19.1,93.3,15.850000000000001,2.7,54
38,S.C. Tenerife,2017,13872.0,12250.0,28402.5,10460.5,24711.5,9104.5,3.3,12.3,20.65,3.6,59.85,2.7,32.2,43.650000000000006,6.3385,28.5,19.5,92.45,15.7,2.7,54
38,S.C. Tenerife,2018,14597.0,12950.0,29865.0,11098.5,25892.0,9591.0,3.4,12.7,20.15,3.3,60.45,2.7,31.950000000000003,43.75,6.4125,27.8,19.9,91.80000000000001,15.45,2.7,54
38,S.C. Tenerife,2019,15373.5,13650.0,31432.0,11673.0,27126.0,10066.5,3.45,12.55,20.0,3.2,60.25,2.7,31.25,44.05,6.4885,27.65,20.0,91.35,15.149999999999999,2.7,54
38,S.C. Tenerife,2020,15295.5,13650.0,30579.5,11539.5,26901.5,10133.5,4.0,11.0,20.6,7.65,54.7,2.7,31.45,44.35,6.504,28.2,19.950000000000003,91.6,14.75,2.6500000000000004,54
38,S.C. Tenerife,2021,16148.0,14350.0,31613.0,12272.0,27520.5,10583.0,4.1,12.6,20.35,5.45,56.8,2.6,31.0,44.6,6.4865,28.6,20.3,91.5,14.5,2.6,54
38,S.C. Tenerife,2022,17656.5,15750.0,34691.5,13412.5,29840.0,11721.0,4.05,13.1,20.05,2.9,59.25,2.6500000000000004,31.3,44.95,6.583500000000001,29.1,20.65,90.0,14.2,2.6,54
38,S.C. Tenerife,2023,18914.0,16450.0,38869.0,14824.5,33165.5,12910.0,4.0,13.45,20.15,2.7,59.7,2.6,30.85,45.15,6.686999999999999,29.35,20.950000000000003,89.25,14.05,2.6,54
39,Cantabria,2015,15272.5,13650.0,29148.0,11809.0,25387.0,10245.5,4.5,11.649999999999999,28.25,2.6,52.0,2.5,29.6,46.3,7.8845,31.95,23.35,97.15,13.649999999999999,2.5,100
39,Cantabria,2016,15548.0,14350.0,29709.0,12063.0,25858.0,10487.5,4.45,11.2,27.05,2.4,52.95,2.4,29.1,46.55,7.8675,31.7,23.7,97.0,13.8,2.5,100
39,Cantabria,2017,16055.5,15050.0,30674.5,12422.0,26503.0,10781.5,4.4,11.1,27.1,2.2,53.5,2.4,28.5,46.75,7.8825,31.7,24.200000000000003,97.1,13.6,2.4,100
39,Cantabria,2018,16847.0,15750.0,32039.5,13035.0,27698.5,11291.0,4.5,11.45,26.9,2.0,53.6,2.3,27.6,47.1,8.2995,31.85,24.55,97.0,13.8,2.4,100
39,Cantabria,2019,17461.5,16450.0,33260.0,13692.5,28856.0,11782.5,4.5,11.1,26.799999999999997,2.0,54.05,2.3,27.45,47.2,8.459,32.45,24.9,96.8,13.7,2.4,100
39,Cantabria,2020,17444.5,16450.0,33291.0,13692.5,28576.5,11824.0,4.6,9.8,27.1,4.7,51.75,2.4,27.85,47.4,8.298,32.7,24.9,96.5,13.45,2.4,100
39,Cantabria,2021,18220.5,17150.0,34673.5,14424.5,29816.0,12332.5,4.75,11.5,26.3,2.8499999999999996,53.05,2.3,27.15,47.55,8.3305,33.0,25.35,96.35,13.6,2.4,100
39,Cantabria,2022,19346.5,17850.0,36722.0,15494.5,31200.0,13120.5,4.6,11.65,26.35,1.8,53.25,2.3,27.2,47.9,8.321,33.2,25.8,96.2,13.350000000000001,2.4,100
39,Cantabria,2023,20292.0,18550.0,39307.5,16584.5,33210.5,13916.5,4.6,12.5,26.15,1.9,53.400000000000006,2.2,26.7,48.0,8.289,33.45,26.35,95.85,13.2,2.4,100
40,Segovia,2015,14733.0,12950.0,27111.0,11574.0,23615.0,10071.0,3.4,17.4,25.4,1.9,50.4,2.45,29.8,49.7,183.0,37.7,28.8,91.4,11.6,2.3,137
40,Segovia,2016,15067.0,12950.0,28019.0,12042.0,24327.0,10520.0,3.2,17.4,24.9,1.6,50.7,2.5,29.9,50.2,185.0,36.9,28.6,92.7,11.2,2.3,133
40,Segovia,2017,15570.0,13650.0,28481.0,12226.5,24834.5,10734.5,3.7,16.700000000000003,25.0,1.5,50.6,2.4,29.9,49.95,186.5,37.35,28.75,92.1,11.4,2.3,134
40,Segovia,2018,16377.0,14350.0,30178.0,12989.0,26151.0,11287.0,3.9,16.6,24.4,1.4,51.6,2.4,29.1,50.1,185.0,37.3,28.6,91.1,11.8,2.3,133
40,Segovia,2019,17242.0,15225.0,31899.5,13792.0,27610.5,12022.0,3.95,16.0,24.799999999999997,1.4,51.8,2.4,29.0,49.8,193.5,37.55,27.8,90.95,11.850000000000001,2.3,130
40,Segovia,2020,17679.0,15750.0,31594.0,16075.0,27149.0,13630.0,3.8,15.0,24.5,3.6,51.7,2.4,28.7,52.8,104.0,41.6,32.7,93.3,9.2,2.1,209
40,Segovia,2021,18510.0,16450.0,34031.0,16851.0,28803.0,14102.0,3.8,16.8,23.1,2.5,52.6,2.4,28.2,52.9,104.0,42.9,32.8,92.6,10.0,2.1,209
40,Segovia,2022,19452.0,17150.0,35180.0,17100.0,29641.0,14524.0,3.8,16.2,23.8,1.4,52.9,2.4,28.4,53.1,100.0,41.9,32.5,91.9,9.6,2.1,209
40,Segovia,2023,20747.0,18550.0,38074.0,18778.0,31744.0,15780.0,3.8,16.4,24.0,1.3,52.05,2.3,28.3,53.4,99.0,42.9,32.8,91.7,9.3,2.1,209
41,Sevilla,2015,11279.0,10150.0,22121.0,8355.0,19987.0,7484.0,6.0,9.5,23.4,6.9,51.6,2.6,31.3,39.6,7.116,21.7,15.5,97.7,20.2,2.7,105
41,Sevilla,2016,11548.0,10150.0,22734.0,8554.0,20294.0,7649.0,5.8,9.5,23.1,6.6,53.4,2.5,31.4,39.8,7.135,21.4,15.7,97.8,20.1,2.7,105
41,Sevilla,2017,11939.0,10850.0,23600.0,8878.0,20987.0,7929.0,5.7,9.6,22.6,6.2,54.4,2.5,29.8,40.1,7.156,21.9,16.0,97.8,19.9,2.7,105
41,Sevilla,2018,12586.0,11550.0,24923.0,9376.5,22106.0,8344.0,6.35,9.8,22.05,5.7,54.65,2.4,29.1,40.55,7.160500000000001,22.4,16.35,97.7,19.75,2.7,106
41,Sevilla,2019,13325.5,12250.0,26479.5,9978.0,23501.0,8885.0,6.4,9.05,21.95,5.5,55.95,2.3,28.3,40.8,7.1515,22.75,16.55,97.6,19.6,2.7,106
41,Sevilla,2020,13423.0,12250.0,26670.0,10195.0,23463.5,9014.5,6.5,8.05,22.6,8.0,53.8,2.4,28.7,41.150000000000006,7.211,22.799999999999997,16.7,97.5,19.2,2.7,106
41,Sevilla,2021,14261.5,12950.0,28415.5,10903.5,24909.0,9544.0,6.9,9.4,21.799999999999997,6.2,54.6,2.3,27.8,41.5,7.2125,23.35,17.1,97.4,19.0,2.6,106
41,Sevilla,2022,15041.0,13650.0,29734.5,11448.0,26046.5,10037.0,7.0,8.9,22.1,5.1,55.2,2.3,27.7,41.9,7.49,23.6,17.6,97.1,18.6,2.6,106
41,Sevilla,2023,16259.5,15050.0,32041.0,12495.5,28309.0,10997.5,7.3,9.0,22.200000000000003,4.8,55.3,2.2,26.6,42.3,7.330500000000001,24.200000000000003,18.1,96.9,18.25,2.6,106
42,Soria,2015,16088.0,14350.0,28588.0,12929.0,24911.0,11424.0,2.4,15.5,31.4,1.7,46.7,2.4,29.1,55.0,173.0,41.7,37.7,95.0,7.5,2.2,69
42,Soria,2016,16167.0,14350.0,29840.0,13222.0,25758.0,11496.0,2.4,14.7,31.4,1.5,48.1,2.5,29.1,54.8,167.0,40.5,37.4,95.5,8.2,2.1,67
42,Soria,2017,16915.5,15050.0,30409.0,13725.5,26352.5,12066.5,2.9,14.1,30.9,1.3,48.45,2.4,28.15,54.75,160.0,42.3,36.5,96.3,7.95,2.1,68
42,Soria,2018,17520.0,15750.0,31742.0,14410.0,27817.0,12517.0,3.1,14.8,30.0,1.3,48.8,2.4,27.6,54.1,158.0,41.8,36.4,95.6,8.3,2.1,67
42,Soria,2019,17957.0,16450.0,33002.0,15016.0,28608.0,12907.0,3.3,14.4,30.4,1.3,50.2,2.4,27.4,54.8,156.0,43.0,36.3,94.7,8.6,2.1,65
42,Soria,2020,18447.0,17150.0,36180.0,17453.0,30983.0,14946.0,3.3,14.2,29.8,3.2,46.8,2.4,27.9,58.0,55.0,45.3,38.7,97.6,4.6,2.1,183
42,Soria,2021,19746.0,17850.0,39224.0,19328.0,32989.0,16256.0,3.3,15.350000000000001,29.5,2.1,47.8,2.3499999999999996,27.35,58.3,55.0,47.0,38.5,97.9,4.6,2.0,183
42,Soria,2022,20236.0,18550.0,41452.0,20185.0,34315.0,16710.0,3.3,14.6,29.2,1.4,49.4,2.4,28.4,57.6,55.0,47.1,38.2,97.5,5.0,2.0,183
42,Soria,2023,21191.5,19425.0,45546.0,22042.0,37127.0,17967.0,3.4,13.649999999999999,28.6,1.4,50.45,2.4,28.200000000000003,57.2,53.0,47.9,37.8,97.3,4.8,2.0,183
43,Tarragona,2015,15919.0,14350.0,30721.0,12404.0,26321.0,10588.0,3.6,12.4,23.7,2.4,57.2,2.7,31.6,43.7,128.0,28.6,21.3,89.6,17.2,2.5,177
43,Tarragona,2016,16256.0,14350.0,31733.0,12662.0,27123.0,10782.0,3.8,12.2,23.3,2.1,57.8,2.7,31.6,43.8,129.0,27.7,21.3,90.1,17.3,2.5,177
43,Tarragona,2017,16758.5,15050.0,32878.5,13262.5,27886.5,11211.5,3.6,11.95,22.95,2.0,58.4,2.6,30.3,44.1,129.0,29.0,21.55,90.15,17.3,2.5,176
43,Tarragona,2018,17396.5,15750.0,34060.5,13768.0,28916.0,11591.5,4.0,11.9,23.0,1.8,58.9,2.6,29.85,44.2,128.0,29.5,21.799999999999997,89.69999999999999,17.1,2.5,176
43,Tarragona,2019,17918.0,16450.0,35255.0,14328.5,29973.5,12021.5,4.2,11.4,22.9,1.8,59.1,2.55,28.85,44.4,131.0,29.35,21.6,88.9,16.8,2.5,176
43,Tarragona,2020,18095.0,16450.0,35960.0,14611.5,30472.5,12249.5,4.7,9.9,23.1,4.3,57.0,2.5,29.4,44.9,107.0,29.8,22.3,89.0,16.5,2.5,184
43,Tarragona,2021,19108.0,17150.0,37968.5,15499.0,31562.5,12944.5,4.2,11.0,22.2,2.8,58.7,2.5,28.9,45.349999999999994,107.0,30.1,22.6,88.7,16.0,2.4,184
43,Tarragona,2022,19886.0,17850.0,39725.0,16287.0,33118.0,13503.0,4.5,11.2,22.6,1.8,59.4,2.5,28.7,45.6,111.0,30.2,22.8,88.0,15.8,2.5,181
43,Tarragona,2023,20986.5,19250.0,42087.5,17426.0,34748.0,14369.5,4.6,11.2,22.45,1.8,59.55,2.5,28.4,45.45,111.5,30.45,22.6,87.35,15.75,2.45,178
44,Teruel,2015,14409.0,12950.0,26620.0,11388.5,23393.0,9926.5,2.8,15.5,34.1,2.2,44.4,2.5,30.1,49.849999999999994,187.0,34.8,31.4,91.55,11.7,2.4,146
44,Teruel,2016,14820.5,13475.0,27354.5,11665.0,23890.0,10178.5,2.7,14.75,33.1,1.8,46.8,2.5,29.15,49.8,185.5,35.25,31.049999999999997,91.55,12.4,2.3,144
44,Teruel,2017,15353.5,13650.0,28065.5,12092.5,24536.0,10489.5,2.75,13.7,32.7,1.5,49.2,2.4,29.0,50.150000000000006,192.5,36.0,31.25,91.45,12.2,2.3,142
44,Teruel,2018,16249.0,15050.0,29768.0,12774.0,25734.0,11096.0,3.1,14.9,31.7,1.3,48.9,2.4,28.2,50.2,194.0,36.3,30.8,91.6,12.2,2.3,141
44,Teruel,2019,16736.0,15050.0,30611.5,13455.5,26672.0,11630.0,3.2,14.8,31.3,1.4,48.849999999999994,2.4,27.9,50.35,189.0,37.25,30.0,91.2,12.35,2.3,140
44,Teruel,2020,17038.0,15750.0,31257.0,15744.0,26887.0,13542.0,3.4,13.1,30.9,3.6,49.1,2.4,28.1,51.8,109.0,40.45,32.1,92.4,9.6,2.2,236
44,Teruel,2021,17717.0,16450.0,33059.0,16718.0,28059.0,14060.0,3.5,14.5,29.1,2.4,49.65,2.4,27.5,51.7,108.0,41.900000000000006,31.9,92.0,9.5,2.2,236
44,Teruel,2022,18650.0,16450.0,35453.0,16325.5,29687.0,13755.5,3.8,13.7,29.9,1.6,50.849999999999994,2.4,27.7,51.7,110.5,41.150000000000006,32.2,91.7,9.649999999999999,2.2,236
44,Teruel,2023,19517.0,17850.0,36664.0,17576.5,30588.0,14691.5,3.6,13.7,29.5,1.5,50.5,2.4,28.0,51.7,110.0,43.0,31.5,91.3,10.2,2.1,236
45,Toledo,2015,11968.0,10850.0,23016.0,9122.0,20482.0,8146.0,3.8,10.7,27.5,3.8,52.1,2.6,31.6,44.8,9.897,29.6,23.6,93.3,16.0,2.5,201
45,Toledo,2016,12318.0,10850.0,23622.0,9401.0,21031.0,8373.0,3.6,10.5,26.5,3.4,53.5,2.6,31.2,45.2,9.792,29.1,23.8,93.4,16.0,2.5,201
45,Toledo,2017,12831.0,11550.0,24628.0,9883.0,21699.0,8768.0,3.8,10.6,26.5,3.1,54.4,2.4,29.7,45.3,9.711,30.7,23.7,93.3,16.0,2.5,201
45,Toledo,2018,13621.0,12250.0,25890.5,10463.5,22820.0,9253.5,4.1,10.4,25.4,2.8,55.7,2.4,29.15,45.55,9.815999999999999,30.65,24.0,92.85,15.9,2.5,200
45,Toledo,2019,14364.5,12950.0,26971.5,11052.0,23659.0,9740.0,4.1,9.75,25.25,2.8,56.45,2.4,28.8,45.8,9.5885,30.7,24.0,92.6,15.55,2.5,200
45,Toledo,2020,14437.0,12950.0,27233.0,11309.0,24071.0,9917.5,4.1,8.9,25.5,5.6,55.7,2.4,28.9,45.9,9.818,30.95,23.8,92.3,15.2,2.4,204
45,Toledo,2021,15151.0,13650.0,28600.0,11881.5,25096.0,10379.0,4.2,9.7,24.1,3.75,56.8,2.4,28.4,46.1,8.0745,31.15,23.95,92.15,15.5,2.4,204
45,Toledo,2022,16010.0,14350.0,30448.0,12614.0,26307.0,11011.0,4.2,9.7,24.1,2.7,58.3,2.4,28.4,45.7,6.922,31.2,24.1,90.8,15.5,2.4,201
45,Toledo,2023,16980.0,15750.0,32376.5,13557.0,27881.0,11773.5,4.3,9.9,23.75,2.6500000000000004,58.05,2.4,28.15,45.95,6.7775,31.25,24.1,90.15,15.45,2.4,200
46,Valencia,2015,13880.0,12250.0,26389.0,10665.0,22946.0,9321.0,4.1,10.7,23.5,3.4,58.1,2.6,30.8,43.2,11.776,27.7,20.4,94.0,17.1,2.5,263
46,Valencia,2016,14159.0,12950.0,27179.0,10915.0,23660.0,9531.0,4.3,10.2,22.9,3.0,59.5,2.5,30.6,43.7,11.852,27.2,20.7,94.2,17.1,2.5,263
46,Valencia,2017,14813.0,13650.0,28316.0,11525.0,24569.0,9961.0,4.4,10.1,22.3,2.6,60.1,2.4,29.4,43.8,11.897,28.4,21.0,93.8,16.9,2.5,263
46,Valencia,2018,15621.0,14350.0,30171.0,12154.0,26058.0,10518.0,4.7,10.4,21.7,2.4,60.3,2.4,28.4,44.0,13.447,28.8,20.8,93.8,16.8,2.5,263
46,Valencia,2019,16506.0,15050.0,31636.0,12836.0,27306.0,11051.0,5.0,10.5,21.3,2.4,60.9,2.3,27.9,44.2,11.987,28.6,21.2,93.1,16.6,2.5,263
46,Valencia,2020,16675.5,15050.0,32284.0,13115.5,27669.0,11269.5,5.3,9.05,21.7,4.9,58.650000000000006,2.3,28.2,44.4,12.093499999999999,28.75,21.45,92.55,16.45,2.4,264
46,Valencia,2021,17386.0,15750.0,33530.0,13755.0,28678.0,11722.0,5.4,10.1,21.2,3.3,59.8,2.3,27.2,44.5,12.11,29.8,21.1,92.1,16.3,2.4,263
46,Valencia,2022,18383.0,17150.0,35577.5,14693.0,30249.0,12513.0,5.4,9.9,21.15,2.5,60.7,2.3,27.5,44.6,12.7365,29.6,21.299999999999997,90.95,15.95,2.45,264
46,Valencia,2023,19484.0,17850.0,38065.0,15635.0,32250.0,13307.0,5.3,10.1,20.9,2.5,60.8,2.3,27.3,44.7,12.295,29.7,21.1,89.9,16.1,2.4,263
47,Valladolid,2015,14803.0,12950.0,27477.0,11599.0,24149.0,10126.0,3.4,17.9,26.9,2.1,48.2,2.45,30.2,,,,,,,,171
47,Valladolid,2016,15219.0,13650.0,28570.5,11956.0,24782.5,10489.5,3.3,18.2,26.15,1.9,48.4,2.5,30.0,,,,,,,,168
47,Valladolid,2017,15796.0,13650.0,28898.0,12490.0,25173.0,10833.0,3.9,17.0,26.3,1.7,50.5,2.4,29.4,,,,,,,,167
47,Valladolid,2018,16756.5,15050.0,30916.0,13335.0,26797.5,11580.0,3.9,18.45,25.9,1.6,49.0,2.4,28.65,,,,,,,,166
47,Valladolid,2019,17383.5,15750.0,32386.0,13854.0,28052.0,12040.5,4.05,17.4,25.9,1.5,50.150000000000006,2.4,27.85,,,,,,,,164
47,Valladolid,2020,17526.5,15750.0,33011.0,15399.0,28249.0,13097.0,3.9,16.4,26.3,3.7,49.55,2.3,28.1,,,,,,,,225
47,Valladolid,2021,18575.0,16450.0,36174.0,16531.0,30562.0,13997.0,3.8,17.0,24.8,2.4,49.7,2.3,28.0,,,,,,,,225
47,Valladolid,2022,19399.0,17150.0,36479.0,16617.0,30777.0,14056.0,4.05,16.7,26.0,1.6,50.6,2.4,28.2,,,,,,,,223
47,Valladolid,2023,20361.5,18550.0,38840.0,17865.0,32535.0,14947.0,4.1,17.1,25.8,1.4,50.5,2.3,28.05,,,,,,,,223
48,Bizkaia,2015,21060.0,19950.0,42496.0,16682.5,35764.5,13875.5,,11.4,,,62.9,2.5,29.15,,,,,,,,112
48,Bizkaia,2016,21608.5,19950.0,43715.5,17012.0,36784.5,14353.5,,11.5,,,62.25,2.5,29.2,,,,,,,,112
48,Bizkaia,2017,22031.0,20650.0,44145.5,17498.0,37031.0,14690.0,,11.25,,,62.55,2.5,29.0,,,,,,,,112
48,Bizkaia,2018,22470.5,20650.0,45337.0,17764.0,37842.0,14986.5,,11.3,,,61.8,2.45,28.8,,,,,,,,112
48,Bizkaia,2019,23256.0,22050.0,46585.5,18769.0,38901.0,15618.5,,10.95,,,61.5,2.4,28.6,,,,,,,,112
48,Bizkaia,2020,23492.0,22050.0,46624.5,18685.0,39319.0,15742.5,,10.3,,,60.7,2.5,29.35,,,,,,,,112
48,Bizkaia,2021,24283.0,22750.0,47897.5,19456.0,40080.0,16341.0,,11.1,,,60.599999999999994,2.4,28.65,,,,,,,,112
48,Bizkaia,2022,25700.5,24150.0,50722.0,20716.5,42282.5,17383.5,,10.649999999999999,,,61.2,2.4,28.9,,,,,,,,112
48,Bizkaia,2023,27768.0,25550.0,54841.0,22316.0,45904.0,18615.0,,10.4,,,60.9,2.3,26.5,,,,,,,,113
49,Zamora,2015,12936.0,11550.0,21956.0,10126.0,19853.0,9163.0,4.2,15.3,37.7,2.5,38.4,2.3,29.1,,,,,,,,221
49,Zamora,2016,13166.0,11550.0,22443.0,10361.0,20138.0,9304.0,4.0,14.4,37.9,2.3,40.6,2.3,29.4,,,,,,,,221
49,Zamora,2017,13671.0,12250.0,23091.0,10700.0,20767.0,9632.0,5.0,13.5,38.0,2.1,40.9,2.3,28.5,,,,,,,,221
49,Zamora,2018,14568.0,12950.0,24598.0,11634.5,21994.0,10320.0,5.0,14.8,37.150000000000006,1.8,40.6,2.3,27.95,,,,,,,,220
49,Zamora,2019,15290.5,13650.0,25710.0,12207.5,22929.0,10900.5,5.15,14.0,36.2,1.8,41.7,2.3,27.3,,,,,,,,216
49,Zamora,2020,15618.5,13650.0,26512.0,12714.5,23258.0,11242.0,4.95,12.75,36.349999999999994,3.6500000000000004,41.05,2.3,27.55,,,,,,,,248
49,Zamora,2021,16430.5,14350.0,26937.0,13564.0,23824.0,11877.0,5.2,14.2,34.4,2.5,42.150000000000006,2.3,27.3,,,,,,,,248
49,Zamora,2022,17178.5,15050.0,28801.5,14157.0,25220.5,12306.5,5.3,12.75,35.05,1.9,43.05,2.3,28.05,,,,,,,,246
49,Zamora,2023,18328.0,16450.0,31543.0,15460.0,27371.5,13416.5,5.1,13.3,34.7,1.8,42.8,2.3,27.8,,,,,,,,246
50,Zaragoza,2015,15178.0,14000.0,28543.5,12114.0,24938.5,10526.0,3.25,13.7,28.4,2.2,50.900000000000006,2.5,29.6,,,,,,,,48
50,Zaragoza,2016,15312.0,14350.0,28902.0,12369.0,25244.0,10795.0,3.1,12.8,27.7,1.7,51.5,2.6,29.4,,,,,,,,45
50,Zaragoza,2017,15929.5,14700.0,29506.5,12610.0,25555.5,10905.0,3.1500000000000004,11.85,28.1,1.5,53.7,2.5,27.75,,,,,,,,44
50,Zaragoza,2018,16721.0,15750.0,30664.0,13431.0,26472.0,11452.0,3.4,13.0,27.0,1.6,54.5,2.4,27.4,,,,,,,,45
50,Zaragoza,2019,17415.0,16450.0,32716.5,14011.5,28350.5,12081.5,3.45,12.5,27.5,1.6,53.25,2.3499999999999996,27.4,,,,,,,,44
50,Zaragoza,2020,17327.0,16450.0,33338.0,15332.5,28226.0,13174.0,3.5,10.95,27.5,4.0,51.45,2.4,27.45,,,,,,,,66
50,Zaragoza,2021,18272.0,16800.0,34654.0,16075.5,29160.0,13575.5,3.55,12.149999999999999,26.4,2.4,52.25,2.3,27.15,,,,,,,,66
50,Zaragoza,2022,19108.5,17850.0,36232.0,16838.0,30517.0,14177.0,3.7,11.350000000000001,27.049999999999997,1.7,54.45,2.4,27.05,,,,,,,,65
50,Zaragoza,2023,19972.5,18900.0,38208.0,17767.0,31911.0,14958.0,3.5,11.05,27.549999999999997,1.6,54.849999999999994,2.3,26.8,,,,,,,,65
